회사명,corp_eng_name,종목코드
폴라리스AI파마,Polaris AI Pharma Corp.,041910
폴라리스AI,Polaris AI Corp.,039980
폰드그룹,"POND GROUP CO., LTD.",472850
폭스소프트,"foxSoft Co., Ltd.",354230
포휴먼,"FORHUMAN CO., LTD",049690
포톤,"PHOTON CO., LTD",208710
포커스에이아이,"FOCUS AI Co., Ltd.",331380
포인트엔지니어링,"POINT ENGINEERING Co., Ltd.",256630
포인트엔지니어링,"POINT ENGINEERING Co.,Ltd.",176560
포인트모바일,"POINT MOBILE Co., Ltd.",318020
포이보스,"POIBOS CO., LTD",038810
포시에스,"FORCS Co., Ltd.",189690
포스코퓨처엠,"POSCO FUTURE M CO., LTD.",003670
포스코티엠씨,"POSCO TMC CO., LTD.",010150
포스코인터내셔널,POSCO INTERNATIONAL,047050
포스코엠텍,"POSCO M-TECH CO.,LTD.",009520
포스코스틸리온,"POSCO STEELEON Co.,Ltd.",058430
포스코DX,POSCO DX COMPANY LTD.,022100
포스뱅크,"POSBANK CO., LTD.",105760
포바이포,4by4 Inc.,389140
포메탈,"FORMETAL CO., LTD",119500
포니링크,"PonyLink Co., Ltd.",064800
포넷,"FONET Co., Ltd.",048270
포네이처,"For Nature Co., LTD.",045290
평화홀딩스,"Pyung Hwa Holdings Co.,Ltd.",010770
평화산업,"PYUNG HWA INDUSTRIAL CO., LTD",090080
평안물산,"Pyeong Ahn Trading, Inc.",037240
평산차업집단유한공사,PING SHAN TEA GROUP LIMITED,950010
평산,"PYEONGSANCo.,Ltd.",089480
펩트론,"Peptron, Inc.",087010
펨트론,PEMTRON Corporation,168360
펨토바이오메드,Femtobiomed Inc.,327610
페이퍼코리아,PaperCorea Inc.,001020
펌텍코리아,"PUM-TECH KOREA CO., LTD.",251970
펄어비스,PearlAbyss Corp.,263750
퍼시픽글라스,"Pacificglas, Inc",009080
퍼시스,FURSYS INC,016800
퍼스텍,"FIRSTEC CO.,LTD.",010820
팸텍,"PAMTEK CO., LTD.",271830
팬텀엔터테인먼트그룹,"FANTOM ENTERTAINMENT GROUP CO., LTD",025460
팬택자산관리,PANTECH PROPERTY MANAGEMENT INC.,025930
팬택앤큐리텔,"Pantech&Curitel Communications, Inc.",063350
팬젠,Pangen Biotech Inc.,222110
팬오션,"Pan Ocean Co., Ltd.",028670
팬엔터테인먼트,"PANENTERTAINMENTCO.,LTD.",068050
팬스타엔터프라이즈,"Panstar Enterprise Co., Ltd.",054300
패션플랫폼,"Fashion Platform Co.,Ltd.",256090
패션플랫폼,"Fashion Platform Co.,Ltd.",225590
팡스카이,"PangSky Co., Ltd.",266350
팜젠사이언스,"PharmGen Science, Inc.",004720
팜스토리,"FarmStory CO.,LTD.",027710
팜스코,FARMSCO,036580
팜스빌,"Pharmsville Co., Ltd.",318010
판타지오,Fantagio Corp.,032800
판타지오,"Fantagio Co., LTD",187770
판도라티비,"PANDORA TV CO.,LTD.",202960
팍스넷,"PAXNet, Inc.",038160
파트론,"PARTRONCO.,LTD",091700
파크시스템스,Park Systems Corp.,140860
파커스,"PAKERS CO., Ltd.",065690
파인텍,"FINETEK CO., LTD.",131760
파인테크닉스,"FINE TECHNIX CO., LTD",106240
파인엠텍,"Fine M-Tec Co.,Ltd.",441270
파인메딕스,"Finemedix Co., Ltd.",387570
파인디지털,FINEDIGITAL Inc.,038950
파인디앤씨,"FINE DNC CO.,LTD.",049120
파인넥스,"PineNex Co., Ltd",123260
파이오링크,"Piolink, Inc.",170790
파이버프로,"FIBERPRO, Inc.",368770
파워풀엑스,"Power Fulx Co., Ltd.",266870
파워로직스,POWER LOGICS,047310
파워넷,POWERNET TECHNOLOGIES CORPORATION,037030
파수,"FASOO Co.,Ltd.",150900
파세코,PASECO CO.LTD,037070
파브코,"PYUNG HWA ANTI-VIBRATION SYSTEM CO., LTD.",101990
파버나인,"PAVONINE CO., LTD.",177830
파미셀,"Pharmicell Co.,Ltd.",005690
파멥신,PharmAbcine Inc.,208340
파마리서치바이오,"PHARMARESEARCH BIO Co., Ltd.",217950
파마리서치,"PharmaResearch Co., Ltd.",214450
파루,"PARU CO., LTD.",043200
파로스아이바이오,"Pharos iBio Co., Ltd.",388870
파라텍,Paratech Company Limited,033540
파라다이스,"PARADISE.Co.,Ltd.",034230
파두,FADU INC.,440110
파나케이아,PANACEA Inc.,058530
팅크웨어,ThinkwareSystemsCorporation,084730
틸론,"TILON Co.,Ltd.",217880
티피씨글로벌,"TPC CO., LTD",130740
티플랙스,"Tplex Co., Ltd",081150
티티씨디펜스,"TTC Defence, INC.",309900
티케이케미칼,TK CHEMICAL CORPORATION,104480
티케이지휴켐스,"TKG Huchems Co.,Ltd.",069260
티이엠씨씨엔에스,"TEMC CNS Co., Ltd.",241790
티이엠씨,"TEMC Co., Ltd.",425040
티이씨앤코,"TEC&Co Co.,Ltd",008900
티이씨,"TEC Co.,Ltd",067950
티웨이홀딩스,Tway Holdings Incorporation,004870
티웨이항공,"T'way Air Co., Ltd.",091810
티움바이오,"TiumBio Co., Ltd.",321550
티와이홀딩스,"TY Holdings Co., Ltd.",363280
티엘엔지니어링,"TL Engineering  Co., Ltd.",413300
티엘아이,TLIInc.,062860
티엘비,"TLB Co., Ltd.",356860
티엔엔터테인먼트,"TN entertainment Co., Ltd.",131100
티엔아이,TNI Co Ltd,066350
티엑스알로보틱스,"TXR Robotics Co., Ltd.",484810
티에프이,"TFE Co., Ltd.",425420
티에이치엔,THN CORPORATION,019180
티에스트릴리온,"TS Trillion Co., Ltd.",284610
티에스이,"TSE CO.,Ltd",131290
티에스아이,"TSI Co., Ltd.",277880
티에스넥스젠,"TS Nexgen Co., Ltd.",043220
티앤엘,"T&L Co., LTD.",340570
티앤알바이오팹,"T&R Biofab Co., Ltd",246710
티씨케이,"TOKAI CARBON KOREA CO., LTD",064760
티씨머티리얼즈,"TC Materials Co., Ltd.",125020
티쓰리,T3 Entertainment Inc.,204610
티사이언티픽,"T Scientific Co.,Ltd",057680
티비에이치글로벌,"TBH GLOBAL CO.,LTD",084870
티비씨,TBC,033830
티브로드한빛방송,"TBROAD HANVIT BROADCASTING CO., LTD.",043890
티브로드도봉강북방송,"Tbroad DobongGangbuk Broadcasting Co.,Ltd.",035210
티로보틱스,"T-Robotics co., Ltd.",117730
티디에스팜,"TDSPHARM Co., Ltd.",464280
특수건설,TuksuConstruction,026150
트윔,TWIM Corp,290090
트리니티,"Trinity CO., LTD.",053070
트루엔,"TRUEN Co., Ltd",417790
트레이스,"TRAIS Co., Ltd.",052290
트레스,"TRES Co., Ltd.",102210
트러스와이제7호위탁관리부동산투자회사,"TRUS Y 7 REIT CO., Ltd.",140890
트래픽아이티에스, ,038050
트라이콤,TRICOMINC.,038410
트라이써클,"Tricircle Co.,Ltd.",034010
툴코리아,"TOOL-KOREA CO., LTD.",110660
툴젠,ToolGen Incorporated,199800
투비소프트,"TOBESOFT Co., Ltd.",079970
투미비티,"TumiBT Co.,Ltd",058900
톱텍,"TOPTEC COMPANY,LIMITED",108230
토탈소프트,TOTAL SOFT BANK LTD.,045340
토자이홀딩스,TOZAI Holdings Inc.,037700
토비스,"TOVISCo.,LTD",051360
토박스코리아,"TOEBOX KOREA, Ltd.",215480
토모큐브,"Tomocube, Inc.",475960
토마토시스템,"TOMATOSYSTEM Co., Ltd.",393210
토니모리,"TONYMOLY CO., LTD.",214420
텔콘RF제약,TELCON RF PHARMACEUTICAL. Inc.,200230
텔코웨어,"TELCOWARE CO.,LTD.",078000
텔슨정보통신,TelsonInformation&Communication,018180
텔슨전자,TelsonElectronics,027350
텔레칩스,TelechipsInc.,054450
텔라움,"TELAUM CO., LTD.",047730
테크트랜스,"Tech Trans co., Ltd",258050
테크윙,"Techwing, Inc.",089030
테크엘,"TechL Co., LTD.",064520
테크엔,"TECHEN Co.,Ltd",308700
테크메이트,Techmate Corporation,043690
테이팩스,TAPEX INC,055490
테이크시스템즈,"TAKESYSTEMSCO.,Ltd.",076090
테스텍,Testech Incorporation,048510
테스,"TESCO.,LTD.",095610
테라텍,"TERATECH CO., LTD.",151750
테라젠이텍스,"THERAGEN ETEX CO.,LTD.",066700
테라셈,"TerraSem Co., Ltd.",182690
테라사이언스,"TERA SCIENCE Co.,LTD",073640
테고사이언스,"Tego Science, Inc.",191420
터보테크,"TURBOTEK CO., LTD",032420
태창파로스,"TAECHANG PHAROS.,Ltd.",039850
태창기업,"TAECHANG ENTERPRISE CO.,LTD",007490
태원물산,"TAEWONMULSAN CO.,LTD",001420
태웅로직스,"Taewoong Logistics Co., Ltd.",124560
태웅,"TAEWOONG CO., LTD.",044490
태영건설,TAEYOUNG ENGINEERING & CONSTRUCTION,009410
태양기계,"Sun Machinery Co.,LTD",116100
태양금속공업,"TAEYANG METAL INDUSTRIAL CO.,LTD",004100
태양3C,"3C TAE YANG CO., LTD.",052960
태양,TAEYANG Corporation,053620
태성,"TAESUNG CO.,LTD.",323280
태산엘시디,"Taesan LCD Co.,Ltd",036210
태림포장,"Tailim Packaging Co., Ltd",011280
태림페이퍼,"TAILIM PAPER CO.,LTD",019300
태광이엔시,"TAE GWANG E AND C CO., LTD",048140
태광산업,"TAEKWANG INDUSTRIAL CO.,LTD",003240
태광,T. K. CORPORATION,023160
태경피엔에스,"TAEKYUNG PNS CO.,LTD",235090
태경케미컬,"TAEKYUNG CHEMICAL CO.,LTD",006890
태경산업,"TAEKYUNG INDUSTRIAL CO.,LTD",015890
태경비케이,"TAEKYUNG BK CO.,LTD.",014580
탑코미디어,"Topco Media Co.,Ltd.",134580
탑엔지니어링,Top Engineering Company Limited,065130
탑선,"Topsun co.,Ltd",180060
탑머티리얼,"TOP MATERIAL Co., Ltd",360070
탑런토탈솔루션,"TOP RUN TOTAL SOLUTION CO.,LTD",336680
탈로스,"Talos Co., Ltd.",434190
타조엔터테인먼트,"TAJOY entertainment co., LTD",476710
타임기술,TIME Technical Support. ltd,318660
타이드,"TIDE Co., Ltd.",346010
타이거일렉,"TIGER ELEC CO.,LTD.",219130
타스컴,"TASCOM Co.,Ltd.",336040
킵스파마,Keeps Biopharma Inc.,256940
키이스트,"KEYEAST Co., Ltd.",054780
키움증권,"KIWOOM Securities Co.,Ltd.",039490
키움제8호스팩,Kiwoom No.8 Special Purpose Acquisition Company,446840
키움제7호기업인수목적,Kiwoom No.7 Special Purpose Acquisition Company,433530
키움제6호기업인수목적,Kiwoom No. 6 Special Purpose Acquisition Company,413600
키움제5호기업인수목적,Kiwoom No.5 Special Purpose Acquisition Company,311270
키움제4호기업인수목적,Kiwoom No.4 Special Purpose Acquisition Company,226850
키움제3호기업인수목적,Kiwoom No.3 Special Purpose Aquisition Company,218710
키움제11호스팩,Kiwoom No.11 Special Purpose Acquisition Company,489480
키움제10호스팩,Kiwoom No.10 Special Purpose Acquisition Company,487720
키스트론,"KISTRON Co., Ltd.",475430
키다리스튜디오,"KidariStudio, Inc.",020120
키네마스터,KineMaster Corporation,139670
클리오,"CLIO Cosmetics Co., Ltd",237880
클루넷,"CLUNET CO.,LTD",067130
클로봇,"CLOBOT Co., Ltd.",466100
클래시스,CLASSYS Inc.,214150
클라스타,"Clustar Co.,Ltd.",037550
크린앤사이언스,"Clean & Science Co., Ltd",045520
크리스탈신소재,"China Crystal New Material Holdings Co.,  Ltd.",900250
크리스에프앤씨,"Creas F&C Co., Ltd",110790
크루셜텍,"Crucialtec Co., Ltd.",114120
크로넥스,"CRONEX.CO.,LTD",215570
크레오에스지,"CreoSG Co.,Ltd.",040350
크레버스,"Creverse, Inc.",096240
크래프톤,"KRAFTON, Inc.",259960
크라운해태홀딩스,"CROWNHAITAI Holdings CO.,LTD",005740
크라운제과,"CROWN CONFECTIONERY CO.,LTD",264900
크라우드웍스,"CrowdWorks, Inc.",355390
큐캐피탈,"Q Capital Partners Co., Ltd.",016600
큐엠씨,"QMC Co., Ltd.",136660
큐에스아이,"Q.S.ICo.,Ltd.",066310
큐알티,Quality Reliability Technology Inc.,405100
큐브엔터,"CUBE ENTERTAINMENT, INC.",182360
큐리옥스바이오시스템즈,"Curiox Biosystems Co., Ltd.",445680
큐리언트,"Qurient Co., Ltd.",115180
큐로홀딩스,"CUROHOLDINGS Co., Ltd.",051780
큐로셀,Curocell Inc.,372320
큐렉소,"CUREXO, INC.",060280
큐러블,Curable. Inc.,086460
큐라티스,Quratis Inc.,348080
큐라클,"curacle co., ltd.",365270
큐라켐,"CURACHEM Co., ltd.",456190
퀄리타스반도체,"QUALITAS SEMICONDUCTOR CO., LTD.",432720
퀀텀온,"Quantumon Co., Ltd.",227100
퀀타피아,QUANTAPIA INC.,078940
퀀타매트릭스,QuantaMatrix Incorporated,317690
쿨투,CUL 2 Inc.,056020
쿠쿠홈시스,"CUCKOO HOMESYS CO.,LTD",284740
쿠쿠홀딩스,"Cuckoo Holdings Co.,Ltd",192400
쿠콘,coocon Corporation,294570
쿠첸,"Cuchen Co., Ltd.",225650
콜마홀딩스,"KOLMAR HOLDINGS CO.,LTD.",024720
콜마파마,"Kolmarpharma Co.,Ltd.",038710
콜마비앤에이치,"KolmarBNH Co., Ltd",200130
콘텐트리중앙,ContentreeJoongAng corp.,036420
코퍼스코리아,"COPUS KOREA Co., Ltd.",322780
코텍,KORTEK CORPORATION,052330
코크렙제8호위탁관리부동산투자회사,KOCREF REIT VIII,090540
코크렙제7호위탁관리부동산투자회사,KOCREF REIT 7,086720
코크렙제3호CR리츠,KOCREF CR-REITIII,073530
코크렙제2호기업구조조정부동산투자회사,KOCREF CR-REIT2,070540
코크렙제1호기업구조조정부동산투자회사,KOCREF CR-REIT1,067910
코크렙제15호기업구조조정부동산투자회사,KOCREF15CR-REIT,121550
코콤,"KOCOM CO., LTD",015710
코칩,KORCHIP CORPORATION,126730
코츠테크놀로지,"COTS Technology Co., Ltd.",448710
코이즈,"KOYJ. CO.,LTD",121850
코윈테크,"COWINTECH Co., Ltd",282880
코위버,"COWEAVER Co.,Ltd.",056360
코웰패션,"COWELL FASHION CO.,LTD",033290
코웰이홀딩스유한공사,CowelleHoldingsInc.,900020
코웨이,"COWAY Co., Ltd.",021240
코원플레이,"COWON PLAY Co., Ltd.",056000
코원에너지서비스,"Ko-one energy service co.,ltd.",026870
코오롱티슈진,"Kolon TissueGene, Inc.",950160
코오롱인터내셔널,KOLON INTERNATIONAL CORP.,063510
코오롱인더,"KOLON INDUSTRIES, INC.",120110
코오롱유화,"KOLON CHEMICAL CO.,LTD",011020
코오롱아이넷,KOLON I' NETWORKS CORP.,022520
코오롱생명과학,KOLON LIFE SCIENCE Inc.,102940
코오롱모빌리티그룹,KOLON MOBILITY GROUP CORPORATION,450140
코오롱머티리얼,KOLON MATERIALS,144620
코오롱글로벌,"KolonGlobalCorporation CO.,LTD",003070
코오롱ENP,"KOLON ENP, INC.",138490
코오롱,KOLON CORPORATION,002020
코엔텍,"Korea Environment Technology Co., LTD.",029960
코어비트,COREBIT,056850
코어라인소프트,"Coreline Soft Co., Ltd",384470
코아정보시스템,"Core Information System Co., Ltd.",039990
코아에스앤아이,"Core S&I Co., Ltd",052350
코아시아씨엠,"CoAsia CM Co.,Ltd",196450
코아시아,CoAsia Corporation,045970
코아스템켐온,CORESTEMCHEMON Inc.,166480
코아스,"KOAS CO., LTD",071950
코썬바이오,"Kosun Bio Co., Ltd.",204990
코스텍시스템,"Kostek Systems, Inc.",169670
코스텍시스,"KOSTECSYS. CO., LTD.",355150
코스온,"COSON Co., Ltd.",069110
코스모화학,"COSMOCHEMICALCO.,LTD",005420
코스모신소재,"COSMO ADVANCED MATERIALS & TECHNOLOGY CO., LTD",005070
코스모스피엘씨,"Cosmos PLC Co., Ltd.",053170
코스메카코리아,"COSMECCA KOREA CO., LTD.",241710
코스맥스엔비티,"COSMAX NBT, INC.",222040
코스맥스비티아이,"COSMAX BTI, INC.",044820
코스맥스,"COSMAX, INC.",192820
코스나인,"Cosnine Co., Ltd",082660
코셋,Coset Inc.,189350
코셈,"COXEM CO., LTD",360350
코세스,"KOSES Co.,Ltd",089890
코미팜,"KOMIPHARM INTERNATIONAL CO., LTD.",041960
코미코,KoMiCo Ltd.,183300
코메론,KOMELON CORPORATION,049430
코맥스,"COMMAX Co., Ltd.",036690
코리언일랙트로닉스파워소스,"Korean Electronics Power Sources Co.,Ltd",046810
코리안리,Korean Reinsurance Company,003690
코리아퍼시픽07호선박투자회사,"Korea Pacific No.07 Ship Investment Co., Ltd.",099210
코리아퍼시픽06호선박투자회사,"Korea Pacific No.06 Ship Investment Co., Ltd.",093410
코리아퍼시픽05호선박투자회사,"Korea Pacific No.05 Ship Investment Co., Ltd.",093400
코리아퍼시픽04호선박투자회사,"Korea Pacific No.04 Ship Investment Co.,Ltd.",091000
코리아퍼시픽03호선박투자회사,"Korea Pacific No.03 Ship Investment Co.,Ltd.",090990
코리아퍼시픽02호선박투자회사,"Korea Pacific No.02 Ship Investment Co.,Ltd.",090980
코리아퍼시픽01호선박투자회사,"Korea Pacific No.01 Ship Investment Co.,Ltd.",090970
코리아이앤디,Coreaelectronics & development.inc,027440
코리아오토글라스,KOREA AUTOGLASS CORPORATION,152330
코리아에프티,KOREA FUEL-TECH CORPORATION,123410
코리아에셋투자증권,"KOREA ASSET INVESTMENT SECURITIES CO.,LTD.",190650
코리아써키트,"KOREA CIRCUIT CO.,LTD",007810
코리아센터,"Koreacenter Co.,Ltd.",290510
코리아나,"COREANA COSMETICS CO., LTD",027050
코렌텍,"Corentec Co., Ltd.",104540
코람코라이프인프라리츠,"KORAMCO LIFE INFRA REIT CO.,LTD",357120
코람코더원리츠,KORAMCO THE ONE REIT,417310
코디콤,"KODICOM CO., LTD.",041800
코디,"KODI Co.,LTD.",080530
코데즈컴바인,"Codes Combine Co.,Ltd.",047770
코다코,"KODACO CO., LTD",046070
코닉오토메이션,Kornic Automation Co.Ltd.,391710
코너스톤네트웍스,"Cornerstone Networks CO., LTD",033110
코난테크놀로지,KONAN TECHNOLOGY INCORPORATION,402030
코나아이,"KONA I CO., LTD.",052400
코나솔,"KONASOL CO.,LTD",176590
켐트로스,"Chemtros Co., Ltd.",220260
켐트로닉스,"CHEMTRONICSCo.,Ltd.",089010
켐온,CHEMON Inc.,217600
켈스,CALTH. Inc,402420
켄코아에어로스페이스,Kencoa Aerospace Corporation,274090
케일럼,"CAELUM Co., Ltd.",258610
케이피티유,"Korea Plasma Technology U Co.,Ltd",054410
케이피케미칼,KP CHEMICAL CORP,064420
케이피엠테크,"KPM TECH CO., LTD.",042040
케이피에프,KPF,024880
케이프이에스제4호기업인수목적,CAPE-ES No.4 Special Purpose Acquisition Company,347140
케이프,CAPE INDUSTRIES LTD.,064820
케이티프리텔,"KT FREETEL. CO., LTD",032390
케이티앤지,KT&G Corporation,033780
케이티알파,"kt alpha Co., Ltd.",036030
케이티씨텔레콤,"KTC Telecom CO., Ltd.",055810
케이티스카이라이프,"KT Skylife Co.,Ltd.",053210
케이티비기업인수목적1호,"KTB SPECIAL PURPOSE ACQUISITION COMPANY 1 CO., LTD",204650
케이티,KT CORPORATION,030200
케이탑리츠,"K-TOP REITS CO.,LTD.",145270
케이카,"K Car Co., Ltd.",381970
케이조선,"K Shipbuilding Co., Ltd.",067250
케이이엠텍,KEM Tech Corp.,106080
케이이엔지,"K-eng CO., LTD",077960
케이웨더,"Kweather Co., Ltd.",068100
케이옥션,K Auction Inc.,102370
케이엠제약,"KM PHARMACY CO.,LTD.",237720
케이엠제약,"KMPHARMACEUTICAL Co.,Ltd.",225430
케이엠에이치,"KMH Co., Ltd.",009690
케이엠에스,"KMS Co., Ltd",038830
케이엠더블유,KMW CO. LTD.,032500
케이엠,KM CORPORATION,083550
케이엘넷,KL-Net Corp.,039420
케이엔티,Korea Neo Technology Co. Ltd,036590
케이엔제이,"KnJ Co.,Ltd.",272110
케이엔에스홀딩스,KNS HOLDINGS INC.,036760
케이엔에스,"KNS CO., LTD",432470
케이엔알시스템,KNR SYSTEMS Inc.,199430
케이엔씨글로벌,"K&C Global Co., Ltd",068150
케이엔솔,"K-ENSOL CO., LTD.",053080
케이엔더블유,"KNW Co., Ltd.",105330
케이엑스넥스지,"KX NexG Co.,LTD.",081970
케이에스피,"KSPCO.,LTD",073010
케이에스리소스,KS Resources Corporation,066340
케이알제2호개발전문위탁관리부동산투자회사,"KR2 Development REIT CO., Ltd.",101790
케이알엠,"Korea Robot Manufacturing Co., Ltd.",093640
케이알,"KR CO.,LTD.",035950
케이아이엔엑스,"KINX, Inc.",093320
케이씨피드,"KC FEED CO., LTD.",025880
케이씨티시,KCTC,009070
케이씨티,Korea Computer Terminal Inc.,089150
케이씨텍,"KCTECH CO., LTD",281820
케이씨에스,Korea Computer & Systems Inc.,115500
케이씨씨글라스,KCC GLASS Corporation,344820
케이씨씨,KCC Corporation,002380
케이씨더블류,Kyung Chang Wiper Corporation,068060
케이씨,"KC CO., LTD.",029460
케이쓰리아이,"K3I. Co., Ltd.",431190
케이사인,"KSIGN CO., Ltd.",192250
케이비캐피탈,"KB CAPITAL CO,. LTD",021960
케이비증권,"KB SECURITIES CO.,LTD",003450
케이비제9호기업인수목적,KB No.9 Special Purpose Acquisition Company,232270
케이비제8호기업인수목적,KB No.8 Special Purpose Acquistion Company,222390
케이비제26호기업인수목적,KB No.26 Special Purpose Acquisition Company,458320
케이비제23호기업인수목적,KB No.23 Special Purpose Acquisition Company,440200
케이비제22호기업인수목적,KB No.22 Special Purpose Acquisition Company,436530
케이비제21호기업인수목적,"KB No.21 Special Purpose Acquisition Company Co., Ltd.",424140
케이비제20호기업인수목적,KB No.20 Special Purpose Acquisition Company,342550
